"printing_id","short_id","canonical_id","set_code","collector_number","card_type","name_en","version_en","rules_text_en","flavor_text_en_reference","i18n_file_to_update","spanish_status"
"set9-109","aRw","ci_aRw","set9","109","character","Powerline","Taking the Stage","Singer 4","Goin' to the Powerline concert. Ah! It's unbelievable, man. —P.J. Pete","src/cards/009/characters/109-powerline-taking-the-stage.i18n.ts","translated"
"set9-110","PmB","ci_O1h","set9","110","character","Powerline","World's Greatest Rock Star","Shift 4 {I}
Singer 9
MASH-UP Once during your turn, whenever this character sings a song, look at the top 4 cards of your deck. You may reveal a song card with cost 9 or less and play it for free. Put the rest on the bottom of your deck in any order.","","src/cards/009/characters/110-powerline-worlds-greatest-rock-star.i18n.ts","translated"
"set9-111","7B1","ci_Ka8","set9","111","character","Mickey Mouse","Brave Little Prince","Shift 5 {I}
Evasive
CROWNING ACHIEVEMENT While this character has a card under him, he gets +3 {S}, +3 {W}, and +3 {L}.","","src/cards/009/characters/111-mickey-mouse-brave-little-prince.i18n.ts","translated"
"set9-112","a73","ci_3CP","set9","112","character","Max Goof","Rockin' Teen","Singer 5
I JUST WANNA STAY HOME This character can't move to locations.","","src/cards/009/characters/112-max-goof-rockin-teen.i18n.ts","translated"
"set9-113","rlI","ci_rlI","set9","113","character","Roxanne","Powerline Fan","CONCERT LOVER While you have a character with Singer in play, this character gets +1 {S} and +1 {L}.","","src/cards/009/characters/113-roxanne-powerline-fan.i18n.ts","translated"
"set9-114","Z6l","ci_Z6l","set9","114","character","P.J. Pete","Caught Up in the Music","SHOUT OUT LOUD! Whenever you play a song, this character gets +2 {S} this turn.","He's a real music buff.","src/cards/009/characters/114-pj-pete-caught-up-in-the-music.i18n.ts","translated"
"set9-115","5JP","ci_5JP","set9","115","character","Gaston","Arrogant Hunter","Reckless","It’s not arrogance when you really <are> the best.","src/cards/009/characters/115-gaston-arrogant-hunter.i18n.ts","translated"
"set9-116","t7x","ci_HAc","set9","116","character","Moana","Undeterred Voyager","Evasive","No fire or storm will keep her from her goal.","src/cards/009/characters/116-moana-undeterred-voyager.i18n.ts","translated"
"set9-117","XTx","ci_JGr","set9","117","character","Powerline","Musical Superstar","ELECTRIC MOVE If you've played a song this turn, this character gains Rush this turn. (They can challenge the turn they're played.)","For the first time ever, we’re seeing it eye to eye.","src/cards/009/characters/117-powerline-musical-superstar.i18n.ts","translated"
"set9-118","jYF","ci_rQr","set9","118","character","Sisu","Emboldened Warrior","SURGE OF POWER This character gets +1 {S} for each card in opponents' hands.","Sometimes the only way to fight the unimaginable is with the incredible.","src/cards/009/characters/118-sisu-emboldened-warrior.i18n.ts","translated"
"set9-119","352","ci_zcv","set9","119","character","Sisu","Daring Visitor","Evasive
BRING ON THE HEAT! When you play this character, banish chosen opposing character with 1 {S} or less.","Come on—what's the worst that can happen?","src/cards/009/characters/119-sisu-daring-visitor.i18n.ts","translated"
"set9-120","NWQ","ci_Il0","set9","120","character","Queen of Hearts","Sensing Weakness","Shift 2 {I}
LET THE GAME BEGIN Whenever one of your characters challenges another character, you may draw a card.","","src/cards/009/characters/120-queen-of-hearts-sensing-weakness.i18n.ts","translated"
"set9-121","ZVW","ci_fE7","set9","121","character","Lumiere","Fiery Friend","FERVENT ADDRESS Your other characters get +1 {S}.","The invaders are at our gates, mes amis! It’s time to show them what we’re made of.","src/cards/009/characters/121-lumiere-fiery-friend.i18n.ts","translated"
"set9-122","a6N","ci_lN7","set9","122","character","Card Soldiers","Full Deck","undefined","You’ll have to deal with them sooner or later.","src/cards/009/characters/122-card-soldiers-full-deck.i18n.ts","translated"
"set9-123","sTx","ci_cCq","set9","123","character","Queen of Hearts","Impulsive Ruler","Rush","The glow of lore in the flood caught her eye. The spellbook! she cried. Don’t let it get away!","src/cards/009/characters/123-queen-of-hearts-impulsive-ruler.i18n.ts","translated"
"set9-124","bsy","ci_Su6","set9","124","character","Rapunzel","Letting Down Her Hair","TANGLE When you play this character, each opponent loses 1 lore.","Who are you? And how did you find me?","src/cards/009/characters/124-rapunzel-letting-down-her-hair.i18n.ts","translated"
"set9-125","8DB","ci_Z2S","set9","125","character","Mulan","Injured Soldier","BATTLE WOUND This character enters play with 2 damage.","She’ll never give up.","src/cards/009/characters/125-mulan-injured-soldier.i18n.ts","translated"
"set9-126","1WD","ci_9XN","set9","126","character","Mulan","Elite Archer","Shift 5 {I}
STRAIGHT SHOOTER When you play this character, if you used Shift to play her, she gets +3 {S} this turn.
TRIPLE SHOT During your turn, whenever this character deals damage to another character in a challenge, deal the same amount of damage to up to 2 other chosen characters.","","src/cards/009/characters/126-mulan-elite-archer.i18n.ts","translated"
"set9-127","LyU","ci_DLC","set9","127","character","Raya","Headstrong","NOTE TO SELF, DON'T DIE During your turn, whenever this character banishes another character in a challenge, you may ready this character. If you do, she can't quest for the rest of this turn.","Two parts bravery, one part cleverness, and a whole lot of determination.","src/cards/009/characters/127-raya-headstrong.i18n.ts","translated"
"set9-128","A4G","ci_VLR","set9","128","character","Sergeant Tibbs","Courageous Cat","undefined","Yes, sir. Righto, sir. Right away, sir!","src/cards/009/characters/128-sergeant-tibbs-courageous-cat.i18n.ts","translated"
"set9-129","Egu","ci_j2H","set9","129","character","Tuk Tuk","Lively Partner","Evasive ON A ROLL When you play this character, you may move him and one of your other characters to the same location for free. If you do, the other character gets +2 {S} this turn.","","src/cards/009/characters/129-tuk-tuk-lively-partner.i18n.ts","translated"
"set9-130","C4m","ci_buH","set9","130","action","I2I","","Sing Together 9 (Any number of your or your teammates' characters with total cost 9 or more may {E} to sing this song for free.)
Each player draws 2 cards and gains 2 lore. If 2 or more characters sang this song, ready them. They can't quest for the rest of this turn.","","src/cards/009/actions/130-i2i.i18n.ts","translated"
"set9-131","trN","ci_JGS","set9","131","action","You Can Fly!","","Chosen character gains Evasive until the start of your next turn.","","src/cards/009/actions/131-you-can-fly.i18n.ts","translated"
"set9-132","ek3","ci_rfx","set9","132","action","A Pirate’s Life","","Sing Together 6 (Any number of your or your teammates' characters with total cost 6 or more may {E} to sing this song for free.)
Each opponent loses 2 lore. You gain 2 lore.","Give me a career As a buccaneer","src/cards/009/actions/132-a-pirates-life.i18n.ts","translated"
"set9-133","jJa","ci_th8","set9","133","action","Be King Undisputed","","Each opponent chooses and banishes one of their characters.","Respected, saluted","src/cards/009/actions/133-be-king-undisputed.i18n.ts","translated"
"set9-134","cuz","ci_BIF","set9","134","item","Medallion Weights","","DISCIPLINE AND STRENGTH {E}, 2 {I} — Chosen character gets +2 {S} this turn. Whenever they challenge another character this turn, you may draw a card.","","src/cards/009/items/134-medallion-weights.i18n.ts","translated"
"set9-135","ot7","ci_T7g","set9","135","item","Dinner Bell","","YOU KNOW WHAT HAPPENS {E}, 2 {I} — Draw cards equal to the damage on chosen character of yours, then banish them.","The delicate sound of impending doom.","src/cards/009/items/135-dinner-bell.i18n.ts","translated"
"set9-136","vOZ","ci_Ic5","set9","136","location","Agrabah","Marketplace","undefined","Welcome to Agrabah, city of mystery, of enchantment, and the finest merchandise this side of the river. —Merchant","src/cards/009/locations/136-agrabah-marketplace.i18n.ts","translated"
"set9-137","gn7","ci_0rK","set9","137","character","Anna","True-Hearted","LET ME HELP YOU Whenever this character quests, your other Hero characters get +1 {L} this turn.","Make sure you know what’s truly important and be willing to fight for it.","src/cards/009/characters/137-anna-true-hearted.i18n.ts","translated"
"set9-138","OcX","ci_Qsl","set9","138","character","Huey","Savvy Nephew","Support
THREE NEPHEWS Whenever this character quests, if you have characters named Dewey and Louie in play, you may draw 3 cards.","This looks like part of a larger crystal!","src/cards/009/characters/138-huey-savvy-nephew.i18n.ts","translated"
"set9-139","o52","ci_V2m","set9","139","character","Dewey","Showy Nephew","Support","I got it! I knew I could do it! Dewey for the win!","src/cards/009/characters/139-dewey-showy-nephew.i18n.ts","translated"
"set9-140","DuF","ci_VS6","set9","140","character","Louie","Chill Nephew","Support","Found the last one!","src/cards/009/characters/140-louie-chill-nephew.i18n.ts","translated"
"set9-141","wSb","ci_IoY","set9","141","character","Alice","Accidentally Adrift","WASHED AWAY When you play this character, you may put chosen item into its player's inkwell facedown and exerted.
MAKING WAVES Whenever this character quests, chosen opposing character gets -2 {S} this turn.","","src/cards/009/characters/141-alice-accidentally-adrift.i18n.ts","translated"
"set9-142","EOk","ci_uTh","set9","142","character","Mulan","Considerate Diplomat","IMPERIAL INVITATION Whenever this character quests, look at the top 4 cards of your deck. You may reveal a Princess character card and put it into your hand. Put the rest on the bottom of your deck in any order.","","src/cards/009/characters/142-mulan-considerate-diplomat.i18n.ts","translated"
"set9-143","PDx","ci_J5u","set9","143","character","Cruella De Vil","Style Icon","OUT OF SEASON Once during your turn, whenever a character with cost 2 or less is banished, put the top card of your deck into your inkwell facedown and exerted.
INSULTING REMARK During your turn, each opposing character with cost 2 or less gets -1 {S}.","","src/cards/009/characters/143-cruella-de-vil-style-icon.i18n.ts","translated"
"set9-144","3gO","ci_FBP","set9","144","character","Mufasa","King of the Pride Lands","undefined","A king must care for all of the creatures in his kingdom, no matter their size.","src/cards/009/characters/144-mufasa-king-of-the-pride-lands.i18n.ts","translated"
"set9-145","j65","ci_YdA","set9","145","character","Cruella De Vil","Fashionable Cruiser","NOW GET GOING During your turn, this character gains Evasive. (They can challenge characters with Evasive.)","Isn’t it just gorgeous, darling? And just as stylish as I am.","src/cards/009/characters/145-cruella-de-vil-fashionable-cruiser.i18n.ts","translated"
"set9-146","Sfr","ci_fSd","set9","146","character","Anna","Braving the Storm","I WAS BORN READY While you have another Hero character in play, this character gets +1 {L}.","After talking to Olaf, Anna marched into the unexpected storm to save Kristoff.","src/cards/009/characters/146-anna-braving-the-storm.i18n.ts","translated"
"set9-147","rR9","ci_nWw","set9","147","character","Flounder","Voice of Reason","undefined","Excitement. . . adventure. . . danger lurking around every cor— AAAAAGGH!","src/cards/009/characters/147-flounder-voice-of-reason.i18n.ts","translated"
"set9-148","q1c","ci_nNC","set9","148","character","Hans","Noble Scoundrel","ROYAL SCHEMES When you play this character, if a Princess or Queen character is in play, gain 1 lore.","Hans was confident he could bring Anna to Ursula—all he needed was something of Kristoff's to lure her in.","src/cards/009/characters/148-hans-noble-scoundrel.i18n.ts","translated"
"set9-149","3QA","ci_h2q","set9","149","character","The Queen","Mirror Seeker","CALCULATING AND VAIN Whenever this character quests, you may look at the top 3 cards of your deck and put them back in any order.","She has only one question, and she’d better like the answer.","src/cards/009/characters/149-the-queen-mirror-seeker.i18n.ts","translated"
"set9-150","g6g","ci_KJO","set9","150","character","Grand Pabbie","Oldest and Wisest","ANCIENT INSIGHT Whenever you remove 1 or more damage from one of your characters, gain 2 lore.","When he talks, even the sky listens.","src/cards/009/characters/150-grand-pabbie-oldest-and-wisest.i18n.ts","translated"
